vid,num,label,split,label_id
mcfxfcXMNbM,32,police radio chatter,train,8
md8LOAfOVNo,30,driving buses,train,9
mdZx4sDs3Yc,10,ocean burbling,train,4
md_F4OSSc48,170,playing piano,train,3
mdlz57jnhxc,130,"child speech, kid speaking",train,6
me0jKIzKyK4,10,"child speech, kid speaking",train,6
me6k2f6szoI,13,playing acoustic guitar,train,2
mf6FpJk2PM0,0,playing piano,train,3
mfwE6T9ufAg,30,chicken crowing,train,0
mg-vraP4VkI,0,playing acoustic guitar,train,2
mgV27saeC0c,30,ocean burbling,train,4
mh2LZDf6uDc,20,chicken crowing,train,0
mh5zE4tECac,160,ocean burbling,train,4
mhIwDxeZr_I,180,ocean burbling,train,4
mhKv4hYrC7Y,40,fireworks banging,train,5
mhtt1hAfyJw,30,toilet flushing,train,1
miIKNrce71o,20,ocean burbling,train,4
miynxdubW4E,480,playing piano,train,3
mjKWCGkq-0U,30,toilet flushing,train,1
mjfUF-Ik8Vg,70,fireworks banging,train,5
ml29mUXt2Sk,30,driving buses,train,9
ml9iImnTrtM,30,playing acoustic guitar,train,2
mlmpEjHF3Fk,20,fireworks banging,train,5
mmGIuOvHvko,30,ocean burbling,train,4
mmUxB3e9cQ4,140,"child speech, kid speaking",train,6
mnN7cbxHM0M,40,fireworks banging,train,5
mnTZy6H9yb0,30,"child speech, kid speaking",train,6
mnkn-r_eGdE,10,toilet flushing,train,1
mpRE-yxlMjg,10,toilet flushing,train,1
mpoV-SHNr08,30,"child speech, kid speaking",train,6
mqu1uI6LMu0,50,fireworks banging,train,5
mrH7SmFVytc,10,"child speech, kid speaking",train,6
mrOAC7FigIA,18,toilet flushing,train,1
mrQ3J123uLU,30,toilet flushing,train,1
msYdbvtyyAQ,70,ocean burbling,train,4
msfsgbFEEgs,460,toilet flushing,train,1
mt88hb4BCSE,210,"child speech, kid speaking",train,6
mthH4ZsqFTs,160,playing acoustic guitar,train,2
mtj1tICxsY4,10,chicken crowing,train,0
mu0PngnrM90,30,chicken crowing,train,0
mun14agONGg,13,basketball bounce,train,7
mv6BaXqJTog,51,police radio chatter,train,8
mwI2-699oC8,20,basketball bounce,train,7
mwVSIx0rLOU,130,"child speech, kid speaking",train,6
mxB_uNRn17Y,26,basketball bounce,train,7
mxT6o9gyDc4,320,driving buses,train,9
mxsm5ZAj_nA,0,fireworks banging,train,5
my7NHSVLQW4,100,driving buses,train,9
myBRFJP7Z2U,1,basketball bounce,train,7
myqJzbxvgYI,30,playing acoustic guitar,train,2
myy-OtJbCfQ,100,ocean burbling,train,4
mz1TX5pQ0QM,30,playing acoustic guitar,train,2
mzEG8_6TmzA,0,playing piano,train,3
mzz8idc5_mY,10,driving buses,train,9
n00LG_ggzIM,0,chicken crowing,train,0
n0WVe5tHFZM,80,basketball bounce,train,7
n0l-0ACta_s,7,toilet flushing,train,1
n2CgftHGLJ0,30,driving buses,train,9
n2_5Nbgf3Wg,220,ocean burbling,train,4
n3f3a1D363g,0,fireworks banging,train,5
n3kkDNOXy0Y,442,basketball bounce,train,7
n3kkDNOXy0Y,639,basketball bounce,train,7
n49BgphB2-k,10,fireworks banging,train,5
n6I2j9LkQNM,240,"child speech, kid speaking",train,6
n6PsRVMWfbg,100,playing piano,train,3
n6gmRnKzyzA,160,playing piano,train,3
n7GBOJ4Xz-Y,300,"child speech, kid speaking",train,6
n9IRKYSgeGs,140,basketball bounce,train,7
n9mEJJFGQjc,30,driving buses,train,9
nAK_C2A9Ql0,96,police radio chatter,train,8
nAK_C2A9Ql0,112,police radio chatter,train,8
nAPeAqdNBmc,2,driving buses,train,9
nAe0doJ_Sd0,60,toilet flushing,train,1
nB8k3ToBHEA,7,driving buses,train,9
nBoCDybCHi0,10,fireworks banging,train,5
nC-c2cRp1ho,677,police radio chatter,test,8
nC1P-vx8ZO0,30,driving buses,train,9
nCieejIb8L0,40,fireworks banging,train,5
nCschKqLUcc,0,basketball bounce,train,7
nE6tHgMof5A,30,playing acoustic guitar,train,2
nE8NgLM7vas,30,basketball bounce,train,7
nEIDKPFWMhY,220,playing piano,train,3
nEgGc3Zg85E,30,toilet flushing,train,1
nErc3uudX40,110,fireworks banging,train,5
nEvRU0FRpy0,310,toilet flushing,train,1
nF5ezVd5JdY,10,playing acoustic guitar,train,2
nGNIGiYOrZo,30,fireworks banging,train,5
nJgAho4jp80,40,"child speech, kid speaking",train,6
nL8UP3kRvZo,0,toilet flushing,train,1
nMuZFLISb6I,27,fireworks banging,train,5
nNB-aP84_CE,40,basketball bounce,train,7
nOC2ORzZiBQ,26,police radio chatter,train,8
nOC2ORzZiBQ,86,police radio chatter,train,8
nOHKcBcwHMw,3,police radio chatter,train,8
nOHKcBcwHMw,283,police radio chatter,train,8
nOixdqgNabY,20,playing acoustic guitar,train,2
nPXOKgvGCrg,30,fireworks banging,train,5
nQDgqL5o62c,50,playing piano,train,3
nQY3e2rGzMo,60,toilet flushing,train,1
nQrTdHZCwL8,400,fireworks banging,train,5
nRogM2beaA8,110,fireworks banging,train,5
nSKW8QbXrZ4,10,toilet flushing,train,1
nSZ1WwnkWr4,130,toilet flushing,train,1
nT0eXwUWcWY,80,playing acoustic guitar,train,2
nTfDiporrqY,10,playing acoustic guitar,train,2
nTod3JjP2D8,30,driving buses,train,9
nU0-2yyy65A,0,fireworks banging,train,5
nUBOpndM8qM,30,"child speech, kid speaking",train,6
nU_LOoiSSRw,30,ocean burbling,train,4
nUoJVDO1HiQ,20,toilet flushing,train,1
nVz-pqYlsJ8,0,fireworks banging,train,5
nW-x55dg2Pw,200,playing piano,train,3
nX2DTqglWvY,90,playing piano,train,3
nXPXTlVQMdY,60,basketball bounce,train,7
nXi64VfSR_s,8,basketball bounce,train,7
nXtDXnIfkUk,200,chicken crowing,train,0
nY3Qqmfq2mU,180,"child speech, kid speaking",train,6
nYvqBZ7xgYg,30,driving buses,train,9
n_FqNaRyUL0,0,"child speech, kid speaking",train,6
n_oyKUHleTs,40,fireworks banging,train,5
nbbCHi1Jqmg,553,police radio chatter,train,8
nbgC4nipozU,60,basketball bounce,train,7
nbyUREaCZug,30,driving buses,train,9
ncZYG77Jr-U,330,fireworks banging,train,5
nch3G1DnGzk,50,toilet flushing,train,1
nd70kZ4FLJU,30,toilet flushing,train,1
ndcK1XFyG_U,400,fireworks banging,train,5
ndoRIbnd-XE,80,playing acoustic guitar,train,2
ne2DpKCIr4Y,190,ocean burbling,train,4
neLRPsl8-XA,140,driving buses,test,9
nf10xZJUNiA,80,"child speech, kid speaking",train,6
nf9nL7ASPWs,40,playing acoustic guitar,train,2
nf_qLkFzfVM,13,basketball bounce,train,7
ngWGGJjk0Yg,458,basketball bounce,train,7
nge-s3YtGPI,30,driving buses,train,9
nh40c0z_2ms,0,playing piano,train,3
nhTaugA9664,11,fireworks banging,train,5
nhYrHtdEeXw,10,fireworks banging,test,5
nhxCeq3sg2U,153,police radio chatter,test,8
niBEu4cZXvQ,40,toilet flushing,train,1
niRWwWVcC8E,50,playing piano,train,3
niVtqfF2Zm8,100,basketball bounce,train,7
nifgcAaV8IU,80,playing piano,train,3
njJc00nGJuU,66,police radio chatter,train,8
njJc00nGJuU,331,police radio chatter,train,8
njSytIdrahw,5,ocean burbling,train,4
nkap7oq7u6I,140,ocean burbling,train,4
nkceNtifLzg,30,driving buses,train,9
nlDpRreRKO4,30,fireworks banging,test,5
nlkjBQaOcUM,0,basketball bounce,train,7
nmSxQopSuNo,266,basketball bounce,train,7
nmmOaR3L36U,20,toilet flushing,train,1
nnvddLAoH80,140,"child speech, kid speaking",train,6
nptmIFMx6TI,290,driving buses,train,9
nqZny_2bGbI,30,driving buses,train,9
nqosAg5IEXg,150,playing acoustic guitar,train,2
nrY9p8rIiUI,120,ocean burbling,train,4
nrqJWa3hFhc,70,"child speech, kid speaking",train,6
nsQRhS5re38,0,toilet flushing,train,1
nsc5K2ebrRc,50,playing acoustic guitar,train,2
nsjiEKVzkBA,30,playing piano,train,3
nspWMNd-SuU,20,"child speech, kid speaking",train,6
nt1_2Fu-hIg,80,playing acoustic guitar,train,2
ntAz06E7Cec,10,chicken crowing,train,0
ntPswjd8sCk,30,toilet flushing,train,1
ntViRkt2LhQ,10,playing acoustic guitar,train,2
ntdT6-oPMDY,8,driving buses,train,9
nu5VmYIBcA0,160,driving buses,train,9
nudiAFnbYg0,30,playing acoustic guitar,train,2
numr0qZwUiE,0,playing piano,train,3
nuzT80_p1Go,100,driving buses,train,9
nvBGbgar9lY,190,"child speech, kid speaking",train,6
nvdvMYywMQk,4,chicken crowing,train,0
nvhHM2Mko3E,56,basketball bounce,train,7
nvqZQr3SAQs,70,playing piano,train,3
nvuHn42G5ds,500,driving buses,train,9
nwMhHAh7gnc,55,basketball bounce,train,7
nwS8FHdJVMs,70,fireworks banging,train,5
nxPR07uDc5A,500,"child speech, kid speaking",train,6
nyvCbTKZyr8,280,"child speech, kid speaking",train,6
nz_xVwCYfLk,410,driving buses,train,9
nzriNFSydgE,100,ocean burbling,train,4
o-Dtspo1MkI,99,basketball bounce,train,7
o-Erjs-BAyY,90,toilet flushing,train,1
o0HCvatQ8eU,30,ocean burbling,train,4
o0sRk02min8,210,driving buses,train,9
o1EDBOuUSMs,30,driving buses,train,9
o1EMGBPcrjY,570,ocean burbling,train,4
o1Qu13vCZaU,10,toilet flushing,train,1
o2-fQiX7v8I,60,ocean burbling,train,4
o2KXSJqcOz0,100,chicken crowing,train,0
o2bGnqO7oKU,40,toilet flushing,train,1
o3OQHfZjZqg,60,playing piano,train,3
o3kYAuGz59M,30,driving buses,train,9
o4ECt7A27P0,30,driving buses,train,9
o4XsoKupMlM,0,toilet flushing,train,1
o6TNls7bIRY,100,playing piano,train,3
o6r8dkRSBEI,140,playing acoustic guitar,train,2
o776n5ehfUk,20,playing piano,train,3
o7RYmdS5MZk,30,chicken crowing,train,0
o7h9JrdbCc4,0,chicken crowing,train,0
o7oqJQVCrd0,30,toilet flushing,train,1
o90PytkckwI,242,basketball bounce,train,7
o9jC2EMArDY,120,fireworks banging,train,5
oALNTALvUm0,190,playing piano,train,3
oCdy8oUDGZk,0,chicken crowing,train,0
oD1-G6gNZnM,410,fireworks banging,train,5
oDI-L9MS93M,30,playing acoustic guitar,train,2
oDMbAGFPi_I,20,playing acoustic guitar,train,2
oESd2xBIhqM,283,basketball bounce,train,7
oErvby6QQMQ,30,driving buses,train,9
oFt3lArWcnM,0,"child speech, kid speaking",train,6
oGHPGH6Vdvk,60,fireworks banging,train,5
oGT3waf-11Q,211,basketball bounce,train,7
oGT3waf-11Q,267,basketball bounce,train,7
oH8jVitp0YU,20,toilet flushing,train,1
oHJ9rIUM-FA,30,fireworks banging,train,5
oIB3vzz-Y10,30,playing acoustic guitar,train,2
oIipCw8VTrQ,120,playing acoustic guitar,train,2
oJWuX9F9sxE,320,playing piano,train,3
oJuMpvKv56w,100,fireworks banging,train,5
oKy_3wq7u3Y,40,chicken crowing,train,0
oLM52mD9EAY,60,"child speech, kid speaking",train,6
oLp4cxtyxCA,160,basketball bounce,train,7
oLy0lCL9feA,530,ocean burbling,train,4
oMEXDhXzqrI,340,driving buses,train,9
oMTu48P0T7s,30,driving buses,train,9
oMyUTtBjgWI,20,playing acoustic guitar,train,2
oNmjDyhh7Sg,41,police radio chatter,train,8
oNmjDyhh7Sg,195,police radio chatter,train,8
oOosU7u6BuA,10,toilet flushing,train,1
oPHMRfvWg-Y,10,toilet flushing,train,1
oPQZfOHlh4k,1,toilet flushing,train,1
oPYE4cmnohw,30,playing piano,train,3
oQ7xrLYXapg,190,playing piano,train,3
oQTeghtWhfM,100,playing piano,train,3
oRhhOsX9M2c,10,toilet flushing,train,1
oS83yYvHOSk,0,ocean burbling,train,4
oSQKO8KgZmk,30,chicken crowing,train,0
oTmGE0BSbQo,244,toilet flushing,train,1
oULaufJdyv4,30,playing acoustic guitar,train,2
oW8RhPEusaE,80,ocean burbling,train,4
oXLNpzkC4rQ,0,fireworks banging,train,5
oXrYAlZ-HYA,30,"child speech, kid speaking",train,6
oY61aTDyiMw,30,playing acoustic guitar,train,2
oYnDenOS6oA,0,playing piano,train,3
oZj0OyGRwao,60,fireworks banging,train,5
oZsHnPQ590c,10,fireworks banging,train,5
o_gI6qy-NG0,190,ocean burbling,train,4
oaeHZx7mfng,577,police radio chatter,test,8
obJc174wQtg,60,playing piano,train,3
obXKr8OtPzs,20,toilet flushing,train,1
obmUprINCcI,160,playing piano,train,3
obwCjTGdidE,49,basketball bounce,train,7
oc0UpAVwDtU,20,ocean burbling,train,4
ocPWceGZIsY,47,police radio chatter,train,8
ocPWceGZIsY,95,police radio chatter,train,8
ockSE09WAlI,30,playing piano,train,3
oeSxlmkPj78,30,ocean burbling,train,4
oeqzwUFXdHc,150,fireworks banging,train,5
oezFFtXC10g,38,chicken crowing,train,0
og3HGY6hCkY,30,"child speech, kid speaking",train,6
ogKjk39vz6c,30,driving buses,train,9
ogr3r9yhQ-w,45,basketball bounce,train,7
ogr3r9yhQ-w,65,basketball bounce,train,7
ohimQQcQ_FI,70,fireworks banging,train,5
ojCaIbzvvU8,10,playing acoustic guitar,train,2
okW-Rk_vGJA,220,"child speech, kid speaking",train,6
olMGrvo3Wdo,6,chicken crowing,train,0
om1VEaQ00EU,140,playing acoustic guitar,train,2
omDodnHeqmo,450,driving buses,train,9
omTzCtMWGMA,410,"child speech, kid speaking",train,6
omeF8cles_Q,70,"child speech, kid speaking",train,6
omiGYobPra4,100,toilet flushing,train,1
onf8k3QX9Bk,30,driving buses,train,9
oo9bqx3txLw,20,"child speech, kid speaking",train,6
oohJVl-hvYY,90,toilet flushing,train,1
opPFOPFGr7Q,10,playing piano,train,3
oqKPNdntFFY,40,"child speech, kid speaking",train,6
or7ikBeUhBg,20,driving buses,train,9
or_IfCotzNA,260,ocean burbling,train,4
oskb4DU8_Fg,0,ocean burbling,train,4
ostmJD3nROk,9,basketball bounce,train,7
ottAZNWuJnY,210,"child speech, kid speaking",train,6
ou39AU7s-ls,110,"child speech, kid speaking",train,6
ouFSeUZY9K0,320,playing acoustic guitar,train,2
ouShjR2aFn0,20,fireworks banging,train,5
ouZ768SWYxs,240,basketball bounce,train,7
ouZk7vYsiJc,50,playing piano,train,3
ouxPH2GmMI8,160,ocean burbling,train,4
owPEQ8Vdow4,30,chicken crowing,train,0
owzAI3v6_oA,30,toilet flushing,train,1
oxBBPdHNQLs,50,playing piano,train,3
oxOZ925xm7k,282,basketball bounce,train,7
oxOzOx_houg,2,basketball bounce,train,7
oxcNwvYLd94,20,toilet flushing,train,1
oxs2NCAPmnA,50,"child speech, kid speaking",train,6
oyXpcpeQ-pg,80,"child speech, kid speaking",train,6
oyzcQhYuoGU,10,ocean burbling,train,4
ozaOZQ0-CCA,4,basketball bounce,train,7
ozz93xg3HTk,33,basketball bounce,train,7
p-VLZSf9AQ0,77,police radio chatter,train,8
p0D8MlbnbsU,50,fireworks banging,train,5
p14BW1loZxs,10,driving buses,train,9
p1X9ykbTfU0,30,chicken crowing,train,0
p20OCXYeyS4,150,playing acoustic guitar,train,2
p33eqkAOo1I,60,"child speech, kid speaking",train,6
p3NupdiLTJ8,56,police radio chatter,train,8
p3NupdiLTJ8,100,police radio chatter,train,8
p3jKnTA1fjc,10,toilet flushing,train,1
p4tUWovHc14,30,chicken crowing,train,0
p6I2yJXwwwE,210,playing acoustic guitar,train,2
p6_rfsB41U8,2,basketball bounce,train,7
p6r0d0EGXf4,30,ocean burbling,train,4
p7CKnHSl-VU,90,"child speech, kid speaking",train,6
p7rPHVkcRLI,26,playing piano,train,3
p89xBBw5Mco,30,ocean burbling,train,4
p8L1eligpBw,50,playing piano,train,3
p9IPXzLFOac,20,"child speech, kid speaking",train,6
p9wHepyxPkM,30,driving buses,train,9
pAYe3SoWQW4,3,chicken crowing,train,0
pAc14GuYAHE,80,"child speech, kid speaking",train,6
pAqiSm1BcUA,0,fireworks banging,train,5
pBohH4UhtLc,40,"child speech, kid speaking",train,6
pDECI_9dwwE,20,toilet flushing,train,1
pDhU0Lt53Mg,133,police radio chatter,train,8
pDhU0Lt53Mg,301,police radio chatter,train,8
pE39hULlvmg,60,ocean burbling,train,4
pEiTG7y-lPg,150,playing piano,train,3
pFF3Xp8WW9A,10,"child speech, kid speaking",train,6
pFhi1A36tN0,150,playing piano,train,3
pHWnr9Sn_Bk,10,"child speech, kid speaking",train,6
pIXyBlrBHqw,10,toilet flushing,train,1
pIxQkZx-rrI,80,driving buses,train,9
pJlK97bDb3o,30,toilet flushing,train,1
pKA46c0BrDw,10,playing piano,train,3
pKMQuSlXTi8,10,basketball bounce,train,7
pKUzj3ckXvI,10,toilet flushing,train,1
pKbZIC9Dt78,0,driving buses,train,9
pKocHeUdHjQ,80,driving buses,train,9
pLLHsr9Aluo,80,basketball bounce,train,7
pLQpeUxmhrE,0,basketball bounce,train,7
pLQpeUxmhrE,52,basketball bounce,train,7
pLatqIP_U3A,10,fireworks banging,train,5
pLtll3iMeJE,30,ocean burbling,train,4
pMmfFQirEy0,110,"child speech, kid speaking",train,6
pMwxMncGnEg,10,toilet flushing,train,1
pN1SyoKK58I,0,playing piano,train,3
pNQcM0D8igQ,159,basketball bounce,train,7
pNebgsJsYXA,270,basketball bounce,train,7
pPc0H9CevHM,0,basketball bounce,train,7
pPmfbhVGbIQ,6,basketball bounce,train,7
pPmfbhVGbIQ,84,basketball bounce,train,7
pQlPn8Kj-EQ,10,toilet flushing,train,1
pR4ZrdFnovY,20,fireworks banging,train,5
pTSnDchWW78,36,police radio chatter,train,8
pU_7kq5w62w,30,"child speech, kid speaking",train,6
pVJaBfY4c5M,30,ocean burbling,train,4
pVQ7i3eAgYQ,50,playing piano,train,3
pWbUhSAI04w,20,playing acoustic guitar,train,2
pWgeTU0XED4,17,police radio chatter,train,8
pWxYpuuqlvU,30,driving buses,train,9
pXFZduavsH0,16,playing piano,train,3
pXQurhgdEkE,0,chicken crowing,train,0
pYARYzjtEds,50,basketball bounce,train,7
pYa-LrWt97Q,300,playing piano,train,3
pZlYl0l2lFs,44,basketball bounce,train,7
pZlYl0l2lFs,80,basketball bounce,train,7
p_ODYFHGsfw,90,"child speech, kid speaking",train,6
p_RoePdw53E,7,police radio chatter,train,8
p_SLOBER-Cw,90,playing acoustic guitar,train,2
p_eY0itGyuI,10,toilet flushing,train,1
pbc1ZOguGuQ,80,chicken crowing,train,0
pberuNKJLL0,94,chicken crowing,train,0
pcse24oO_Gg,430,basketball bounce,train,7
pd6ZI8m8dhc,110,playing piano,train,3
pd6gyDKAMNo,0,basketball bounce,train,7
pdD1wEmAFGw,166,police radio chatter,train,8
pdD1wEmAFGw,216,police radio chatter,train,8
pdGU1Ku-c1I,35,toilet flushing,train,1
pdqoxoWlQTo,94,police radio chatter,test,8
pewNeMwKWyM,0,toilet flushing,train,1
pf7qpsIj9Gs,97,police radio chatter,train,8
pf7qpsIj9Gs,119,police radio chatter,train,8
pfNp7zcMl74,13,police radio chatter,train,8
ph0-RkqW1vM,0,playing piano,test,3
ph5lJPxQfZY,10,playing piano,train,3
piXadEmr7rI,0,playing acoustic guitar,train,2
piuqAyNa82c,13,driving buses,train,9
plO31AO9tZ4,1,police radio chatter,train,8
plO31AO9tZ4,39,police radio chatter,train,8
pmFX22vnRmM,170,"child speech, kid speaking",train,6
pmzgTTNskHg,40,ocean burbling,train,4
pnU-ZtlRn1Q,580,driving buses,train,9
pntrlN-gC0g,10,fireworks banging,train,5
po6VH0YRq3I,40,chicken crowing,train,0
poHWhb-tBKY,20,fireworks banging,train,5
pojiiUYwun0,90,ocean burbling,train,4
pp9aoGgAeUc,160,playing piano,train,3
ppLHfMJ4LbE,100,chicken crowing,train,0
pq0a0quDrBk,90,"child speech, kid speaking",train,6
pqamSTKmsuY,60,ocean burbling,train,4
prE-5od23wI,43,toilet flushing,train,1
prjs5BTFvog,30,driving buses,train,9
pss4eAWcqw0,0,ocean burbling,train,4
pts4wyTF7IM,140,playing piano,train,3
ptsyaLh_nq0,10,playing piano,train,3
puFKehAPlPc,391,police radio chatter,train,8
puFKehAPlPc,453,police radio chatter,train,8
puwLsgn_O9Q,13,fireworks banging,train,5
pvb4c9HCUhg,30,ocean burbling,train,4
pvguJ_R-ygY,47,police radio chatter,train,8
pvguJ_R-ygY,92,police radio chatter,train,8
pw34ecRYvaY,130,playing piano,train,3
pwBNk4hMkL0,30,playing acoustic guitar,train,2
pwSHQbJu-Ho,70,"child speech, kid speaking",train,6
pwobyl6wGo8,18,chicken crowing,train,0
pxJ1GpWXuxM,14,police radio chatter,train,8
pyADkQufbLo,70,fireworks banging,train,5
pyRgISmVi8Y,140,driving buses,train,9
pzLWqyUiuBk,672,police radio chatter,train,8
pzLWqyUiuBk,826,police radio chatter,train,8
pzy8x_HTb6k,80,ocean burbling,train,4
pzz6Uu3p2Hg,10,playing piano,train,3
q-4Fd6CMStI,30,playing piano,train,3
q-CDpV9bFXE,74,chicken crowing,train,0
q-MQ7xT4Ldc,37,basketball bounce,train,7
q-MQ7xT4Ldc,61,basketball bounce,train,7
q-pIrQSixzI,220,"child speech, kid speaking",train,6
q0RhqYHl0n4,20,fireworks banging,train,5
q13pehzoqrk,30,ocean burbling,train,4
q1enmXbV-BQ,130,playing acoustic guitar,train,2
q2-pvuxQsSo,35,"child speech, kid speaking",train,6
q21PECgtkpc,0,police radio chatter,test,8
q2FpAxZCWfA,170,playing piano,train,3
q2LS_PlqEww,22,basketball bounce,train,7
q2LS_PlqEww,104,basketball bounce,train,7
q2RyZyxMkVU,20,"child speech, kid speaking",train,6
q31t-lRO2I0,0,"child speech, kid speaking",train,6
q36GQKVQyOY,30,fireworks banging,train,5
q3CeS09qQ2g,80,ocean burbling,train,4
q3EmjfGik3k,60,ocean burbling,train,4
q4KDFkqr-7I,16,basketball bounce,train,7
q6YLPBskNnU,320,driving buses,train,9
q74Zzmi8BRk,70,chicken crowing,train,0
q9-cNA4YGFg,120,chicken crowing,train,0
q99iAf_XMr4,213,police radio chatter,train,8
q99iAf_XMr4,294,police radio chatter,train,8
q9GZfcWygDo,590,"child speech, kid speaking",train,6
q9eVgNplpJI,30,driving buses,train,9
q9qBrHHHwDg,40,basketball bounce,train,7
q9qBrHHHwDg,63,basketball bounce,train,7
q9u2j-tBCus,20,chicken crowing,train,0
qAD4YTzVRPY,50,chicken crowing,train,0
qApwaM1WQwA,185,basketball bounce,train,7
qApwaM1WQwA,332,basketball bounce,train,7
qB58Kvt_lR0,340,chicken crowing,train,0
qB9PG1QH4KU,150,chicken crowing,train,0
qBXLLtjwR4g,10,toilet flushing,train,1
qBeiii5cnDI,480,basketball bounce,train,7
qDBO_QJIyxw,0,fireworks banging,train,5
qEIaf71U6Ag,0,playing piano,train,3
qFKHTu29GzU,40,basketball bounce,train,7
qGmCLpPj7NE,130,playing acoustic guitar,train,2
qHCpAn1I8lQ,15,police radio chatter,train,8
qIPQM9f4_0M,110,"child speech, kid speaking",train,6
qIqND1xvMeM,30,"child speech, kid speaking",train,6
qJ3zCZdjbdE,0,toilet flushing,train,1
qJNvFgnCSpA,30,driving buses,train,9
qK7BhghkVNY,30,playing piano,train,3
qKberZeLhpI,10,toilet flushing,train,1
qKgPXoKKcZo,330,playing piano,train,3
qLCG9GBri1w,10,fireworks banging,train,5
qMKO8bQpzMg,90,playing piano,test,3
qN7BL99UW_k,70,playing acoustic guitar,train,2
qN9tGJFYtes,30,playing acoustic guitar,train,2
qNU512ydl5o,67,police radio chatter,train,8
qNjfHGbv6PU,33,toilet flushing,train,1
qNsa6-B3f_A,30,chicken crowing,train,0
qO7qHolBYj4,30,driving buses,train,9
qO8yZ1sVfr4,170,driving buses,train,9
qOlNSyysyuI,0,chicken crowing,train,0
qOlNSyysyuI,5,chicken crowing,train,0
qOpZX6vEWjk,70,playing acoustic guitar,train,2
qPLOSeKDMOM,30,driving buses,train,9
qQ61ZND6ZTA,20,playing acoustic guitar,train,2
qQAHrWc5v8w,30,ocean burbling,train,4
qQDc-4ZENvM,10,fireworks banging,train,5
qQQ4dpn42jw,130,playing piano,train,3
qQnBgus62u8,80,playing piano,train,3
qSUYdR8BkYo,30,driving buses,train,9
qSy35QSfVTc,31,police radio chatter,train,8
qSy35QSfVTc,58,police radio chatter,train,8
qTPPAQCLpxM,71,basketball bounce,train,7
qTPPAQCLpxM,605,basketball bounce,train,7
qTjmvdZ_aS0,80,playing acoustic guitar,train,2
qUZMHMVRElM,110,chicken crowing,train,0
qUskey7LhRA,110,toilet flushing,train,1
qV6hq_IEgGY,265,basketball bounce,train,7
qVB7GrS9MYY,0,"child speech, kid speaking",train,6
qVSQ4Bniajs,0,driving buses,train,9
qW3xnx1Mv3w,30,driving buses,train,9
qW_T4-GzIto,60,basketball bounce,train,7
qWujOY_s6lY,0,fireworks banging,train,5
qX4ILHsQUgo,20,fireworks banging,train,5
qXFF679LdSw,90,"child speech, kid speaking",train,6
qXg_DYNXr3E,90,ocean burbling,train,4
qYdaWvebTAc,57,basketball bounce,train,7
qZA2cul87_8,0,playing piano,train,3
q_DzAHVOJLU,30,driving buses,train,9
q_mlbVMb1iA,10,playing piano,train,3
q_sB0ur0mEA,16,toilet flushing,train,1
qafgQUPC39o,40,fireworks banging,train,5
qanMl48gH24,20,playing acoustic guitar,train,2
qazXyH708ek,0,playing piano,train,3
qbE2GbH9Rdg,398,police radio chatter,train,8
qbE2GbH9Rdg,477,police radio chatter,train,8
qbXwpa1mz6g,10,police radio chatter,train,8
qbXwpa1mz6g,196,police radio chatter,train,8
qd8LeEiahMM,140,playing piano,train,3
qdBLI6tGaB4,160,playing acoustic guitar,train,2
qeLHCcbO86I,10,"child speech, kid speaking",train,6
qeXAqCZCQpE,140,playing piano,train,3
qg7VIpjrMDU,20,basketball bounce,train,7
qgqhS2QjAbk,360,playing piano,train,3
qgxS-skTEL8,90,fireworks banging,train,5
qhMiugUcUtQ,160,"child speech, kid speaking",train,6
qiEUMBgLYsA,210,ocean burbling,train,4
qjgyClKLKaA,30,chicken crowing,train,0
qjgyClKLKaA,48,chicken crowing,train,0
qkx-hSARr78,320,playing acoustic guitar,train,2
qkyywjex5hs,490,"child speech, kid speaking",train,6
qlU2iVLdUO0,80,playing piano,train,3
qmDNjcLU6M0,150,ocean burbling,train,4
qmx0dzAv_4w,26,driving buses,train,9
qn4HOm8XJ1U,273,basketball bounce,train,7
qn4HOm8XJ1U,559,basketball bounce,train,7
qnReS8jEzhg,8,chicken crowing,train,0
qnlZvCrdqbY,30,playing acoustic guitar,train,2
qnw5APR4zr4,30,driving buses,train,9
qo_fVW4Hf9M,150,ocean burbling,train,4
qoaFZjHuuUY,90,ocean burbling,train,4
qp2ubjFtC6E,180,fireworks banging,train,5
qpACc0DRkf8,170,"child speech, kid speaking",train,6
qpPtQFjPEZc,200,playing piano,train,3
qpfK9SBebTk,100,toilet flushing,train,1
qrO3xHv2LG4,20,playing piano,train,3
qs28Cfa5w6Q,200,fireworks banging,train,5
qs75bXP1g-c,90,fireworks banging,train,5
qswk4MpQuJk,10,toilet flushing,train,1
quWM2JxfeGI,120,"child speech, kid speaking",train,6
quZSWDeSywg,40,toilet flushing,train,1
qvIfrn24tCk,0,"child speech, kid speaking",train,6
qvfnNyzjFOA,30,ocean burbling,train,4
qx4DZ1q-FaU,130,playing piano,train,3
qxetWYHhZj0,60,fireworks banging,train,5
qxhHQ11MyFk,230,playing piano,train,3
qxl2epHHO8c,90,playing acoustic guitar,train,2
qy4rHdLVph4,90,ocean burbling,train,4
qyLUXjhAR7Y,0,ocean burbling,train,4
qzcrj-LcTrM,40,basketball bounce,train,7
qzvz7DNZaJw,10,toilet flushing,train,1
qzz8-QKwQjM,330,playing piano,train,3
r-7Wez2A7pI,30,playing acoustic guitar,train,2
